medcodeid,cleansedreadcode,term,cancer_cprd
305271000006115,BBZC.00,[m]ameloblastic odontosarcoma,1
305291000006119,BBZG.00,"[m]ameloblastoma, malignant",1
305261000006110,BBZN.00,[m]ameloblastic fibrosarcoma,1
314141000006117,BBZN.11,[m]odontogenic fibrosarcoma,1
1870391000006111,BBba000,[m]peripheral neuroectodermal tumour,1
396481000006110,Byu3100,"[x]malignant neoplasm/bones+articular cartilage/limb,unspfd",1
396551000006118,Byu3200,[x]malignant neoplasm/overlap lesion/bone+articulr cartilage,1
396471000006112,Byu3300,"[x]malignant neoplasm/bone+articular cartilage, unspecified",1
12723281000006111,,malignant melanoma of skin nos,1
2513181000006113,,malignant melanoma in junctional naevus,1
2513191000006111,,malignant melanoma in junctional nevus,1
2532021000006114,,melanoma,1
2532031000006112,,mm - malignant melanoma,1
2532041000006119,,"malignant melanoma, no icd-o subtype",1
2532051000006117,,"malignant melanoma, no international classification of diseases for oncology subtype",1
2533101000006110,,nm - nodular melanoma,1
2769471000006119,,"acral lentiginous melanoma, malignant",1
2793071000006111,,malignant melanoma in precancerous melanosis,1
2793081000006114,,malignant melanoma in melanosis,1
2893521000006118,,"spindle cell melanoma, type a",1
2893531000006115,,spindle cell melanoma - type a,1
3098181000006114,,epithelioid cell melanoma,1
3131931000006115,,balloon cell melanoma,1
3142071000006112,,"malignant melanoma, regressing",1
3216591000006111,,malignant melanoma in hutchinson's melanotic freckle,1
3216601000006115,,lentigo maligna melanoma,1
3216611000006117,,malignant melanoma in hutchinson melanotic freckle,1
3338911000006110,,"desmoplastic melanoma, malignant",1
3338921000006119,,"neurotropic melanoma, malignant",1
3338931000006116,,"desmoplastic melanoma, amelanotic",1
3338941000006114,,malignant neurotropic melanoma,1
3398261000006112,,ssm - superficial spreading melanoma,1
3398271000006117,,ssmm - superficial spreading melanoma,1
3619421000006119,,spitzoid malignant melanoma,1
3734751000006115,,malignant melanoma in giant pigmented naevus,1
3734761000006118,,malignant melanoma in giant pigmented nevus,1
3734771000006113,,malignant melanoma in congenital melanocytic nevus,1
3734781000006111,,malignant melanoma in congenital melanocytic naevus,1
4016651000006112,,malignant melanoma of skin of cheek,1
4016721000006111,,malignant melanoma of skin of eyebrow,1
4024291000006115,,malignant melanoma of skin of nose,1
4024431000006115,,mm - malignant melanoma of skin,1
4024441000006113,,cutaneous malignant melanoma,1
4024451000006110,,melanoma of skin,1
4748961000006113,,malignant melanoma of ear and/or external auditory canal,1
4748981000006115,,malignant melanoma of ear and/or external auricular canal,1
4749171000006112,,malignant melanoma of forearm,1
5560011000006114,,mm - malignant melanoma of eye,1
5911801000006118,,lm - lentigo maligna,1
6250431000006110,,navigational concept,1
226211000000111,44z..00,other pituitary/adrenal hormones,1
84190018,4M71.00,clark melanoma level 2,1
35572018,4M72.00,clark melanoma level 3,1
3704012,4M73.00,clark melanoma level 4,1
27148012,4M74.00,clark melanoma level 5,1
328741000006117,7N2y.00,[so]other specified part of respiratory tract or mouth,1
328581000006116,7NB..00,[so]other operation sites and laterality,1
319001000006119,7Ny..00,[so] subsidiary classification of operation sites os,1
287191010,A88z.00,arthropod-borne disease nos,1
155060012,B32..00,malignant melanoma of skin,1
990551000006111,B32..98,melanoma of skin nos,1
880151000006112,B32..99,melanoma of skin,1
289009011,B320.00,malignant melanoma of lip,1
728201000006110,B321.00,malignant melanoma of eyelid including canthus,1
289011019,B322.00,malignant melanoma of ear and external auricular canal,1
289012014,B322000,malignant melanoma of auricle (ear),1
289013016,B322100,malignant melanoma of external auditory meatus,1
289014010,B322z00,malignant melanoma of ear and external auricular canal nos,1
289015011,B323.00,malignant melanoma of other and unspecified parts of face,1
1235785014,B323000,malignant melanoma of external surface of cheek,1
289017015,B323100,malignant melanoma of chin,1
1235786010,B323200,malignant melanoma of eyebrow,1
289019017,B323300,malignant melanoma of forehead,1
1235798017,B323400,malignant melanoma of external surface of nose,1
289021010,B323500,malignant melanoma of temple,1
289022015,B323z00,malignant melanoma of face nos,1
289023013,B324.00,malignant melanoma of scalp and neck,1
880161000006114,B324.99,melanoma - head/neck,1
289024019,B324000,malignant melanoma of scalp,1
289025018,B324100,malignant melanoma of neck,1
289026017,B324z00,malignant melanoma of scalp and neck nos,1
289027014,B325.00,malignant melanoma of trunk (excluding scrotum),1
289028016,B325000,malignant melanoma of axilla,1
289029012,B325100,malignant melanoma of breast,1
289030019,B325200,malignant melanoma of buttock,1
289031015,B325300,malignant melanoma of groin,1
154231019,B325400,malignant melanoma of perianal skin,1
289033017,B325500,malignant melanoma of perineum,1
289034011,B325600,malignant melanoma of umbilicus,1
454085011,B325700,malignant melanoma of back,1
457109011,B325800,malignant melanoma of chest wall,1
289037016,B325z00,"malignant melanoma of trunk, excluding scrotum, nos",1
727731000006113,B326.00,malignant melanoma of upper limb and shoulder,1
880181000006116,B326.99,melanoma - upper limb,1
289039018,B326000,malignant melanoma of shoulder,1
289040016,B326100,malignant melanoma of upper arm,1
289041017,B326200,malignant melanoma of fore-arm,1
289042012,B326300,malignant melanoma of hand,1
289043019,B326400,malignant melanoma of finger,1
289044013,B326500,malignant melanoma of thumb,1
289045014,B326z00,malignant melanoma of upper limb or shoulder nos,1
289046010,B327.00,malignant melanoma of lower limb and hip,1
880191000006118,B327.99,melanoma - lower limb,1
289047018,B327000,malignant melanoma of hip,1
289048011,B327100,malignant melanoma of thigh,1
289049015,B327200,malignant melanoma of knee,1
289050015,B327300,malignant melanoma of popliteal fossa area,1
289051016,B327400,malignant melanoma of lower leg,1
289052011,B327500,malignant melanoma of ankle,1
289053018,B327600,malignant melanoma of heel,1
289054012,B327700,malignant melanoma of foot,1
289055013,B327800,malignant melanoma of toe,1
289056014,B327900,malignant melanoma of great toe,1
289057017,B327z00,malignant melanoma of lower limb or hip nos,1
2438511000000112,B328.00,malignant melanoma stage ia,1
2438551000000111,B329.00,malignant melanoma stage ib,1
2438591000000115,B32A.00,malignant melanoma stage iia,1
2438631000000115,B32B.00,malignant melanoma stage iib,1
2438671000000118,B32C.00,malignant melanoma stage iic,1
2438711000000117,B32D.00,malignant melanoma stage iiia,1
2438751000000118,B32E.00,malignant melanoma stage iiib,1
2438791000000114,B32F.00,malignant melanoma stage iiic,1
2438871000000117,B32G.00,malignant melanoma stage iv m1a,1
2438911000000115,B32H.00,malignant melanoma stage iv m1b,1
2438951000000116,B32J.00,malignant melanoma stage iv m1c,1
289060012,B32y.00,malignant melanoma of other specified skin site,1
173816012,B32y000,overlapping malignant melanoma of skin,1
289063014,B32z.00,malignant melanoma of skin nos,1
880201000006115,B32z.99,melanoma of skin nos,1
409844012,B509.00,malignant melanoma of eye,1
403754010,BBE1.00,[m]malignant melanoma nos,1
312251000006118,BBE1.11,[m]melanocarcinoma,1
312291000006112,BBE1.13,[m]melanosarcoma nos,1
313651000006112,BBE1.14,[m]naevocarcinoma,1
1229572014,BBE1000,"[m]malignant melanoma, regressing",1
1231028010,BBE1100,"[m]desmoplastic melanoma, malignant",1
314051000006119,BBE2.00,[m]nodular melanoma,1
305741000006115,BBE4.00,[m]balloon cell melanoma,1
305231000006118,BBEA.00,[m]amelanotic melanoma,1
311971000006113,BBEC.00,[m]malignant melanoma in junctional naevus,1
311981000006111,BBEE.00,[m]malignant melanoma in precancerous melanosis,1
1230100013,BBEG.00,[m]malignant melanoma in hutchinson's melanotic freckle,1
310961000006112,BBEG.11,[m]lentigo maligna melanoma,1
1221446018,BBEG000,"[m]acral lentiginous melanoma, malignant",1
317201000006115,BBEH.00,[m]superficial spreading melanoma,1
311951000006115,BBEM.00,[m]malignant melanoma in giant pigmented naevus,1
308181000006118,BBEP.00,[m]epithelioid cell melanoma,1
291607010,BBEQ.00,[m]spindle cell melanoma nos,1
316791000006115,BBER.00,"[m]spindle cell melanoma, type a",1
316801000006119,BBES.00,"[m]spindle cell melanoma, type b",1
396171000006118,Byu4000,[x]malignant melanoma of other+unspecified parts of face,1
292118014,Byu4100,"[x]malignant melanoma of skin, unspecified",1
441201000006112,TA02y00,"accid cut,puncture,perf,h'ge - other perfusion",1
441041000006116,TA05z00,"accid cut,puncture,perf,h'ge - aspirate fluid/tiss, cath nos",1
446281000006113,TA05z11,"accidental cut,puncture,perf,h'ge during catheterisation nos",1
292116013,Byu4.00,[x]melanoma and other malignant neoplasms of skin,1
12703771000006114,,primary malignant neoplasm of skin,1
12704591000006116,,malignant neoplasm skin of other and unspecified parts face,1
12718821000006112,,"malignant neoplasm of skin of trunk, excluding scrotum",1
12721241000006118,,malignant neoplasm of skin nos,1
12732221000006117,,other malignant neoplasm of skin,1
12759251000006116,,squamous cell carcinoma of skin nos,1
12761761000006119,,[m]dermatofibroma protuberans,1
1806421000006110,,malignant neoplasm of skin,1
1960021000006111,,[m]porocarcinoma,1
2519741000006118,,basal cell epithelioma,1
2519751000006116,,pigmented basal cell carcinoma,1
2519761000006119,,rodent ulcer,1
2519771000006114,,basiloma,1
2519781000006112,,bcc - basal cell carcinoma,1
2580121000006117,,merkel cell carcinoma,1
2580131000006119,,merkel cell tumor,1
2580141000006112,,primary cutaneous neuroendocrine carcinoma,1
2580151000006114,,merkel cell tumour,1
2606061000006118,,metatypical carcinoma,1
3019621000006112,,sweat gland carcinoma,1
3019631000006110,,"sweat gland tumor, malignant",1
3019641000006117,,"sweat gland tumour, malignant",1
3101101000006116,,mixed basal-squamous cell carcinoma,1
3101111000006118,,mixed basal - squamous cell carcinoma,1
3101121000006114,,basisquamous cell carcinoma,1
3198781000006117,,"basal cell carcinoma, fibroepithelial",1
3198791000006119,,pinkus tumor,1
3198801000006118,,fibroepithelioma,1
3198811000006115,,fibroepithelioma of pinkus type,1
3198821000006111,,"fibroepithelial basal cell carcinoma, pinkus type",1
3198831000006114,,pinkus tumour,1
3388321000006112,,sebaceous adenocarcinoma,1
3388331000006110,,sebaceous carcinoma,1
3420501000006112,,"infiltrating basal cell carcinoma, sclerosing",1
3420511000006110,,"infiltrating basal cell carcinoma, non-sclerosing",1
3420521000006119,,"basal cell carcinoma, morpheic",1
3420531000006116,,"basal cell carcinoma, desmoplastic type",1
3428621000006117,,apocrine adenocarcinoma,1
3443161000006112,,ceruminous adenocarcinoma,1
3443171000006117,,ceruminous carcinoma,1
3492821000006113,,multicentric basal cell carcinoma,1
3540651000006115,,adnexal carcinoma,1
3591861000006118,,"blue naevus, malignant",1
3591871000006113,,"blue nevus, malignant",1
3591891000006114,,malignant blue naevus,1
3591901000006113,,malignant blue nevus,1
3628721000006110,,basal cell carcinoma syndrome,1
3628791000006112,,nbccs - nevoid basal cell carcinoma syndrome,1
3745771000006113,,dermatofibrosarcoma protuberans,1
3745791000006114,,"dermatofibrosarcoma, no international classification of diseases for oncology subtype",1
3745801000006110,,"dermatofibrosarcoma, no icd-o subtype",1
4027361000006110,,primary malignant neoplasm of perianal skin,1
4027871000006113,,primary malignant neoplasm of sebaceous gland,1
4027961000006114,,primary malignant neoplasm of skin of ankle,1
4027991000006118,,primary malignant neoplasm of skin of back,1
4028011000006114,,primary malignant neoplasm of skin of breast,1
4028031000006115,,primary malignant neoplasm of skin of buttock,1
4028071000006117,,primary malignant neoplasm of skin of chin,1
4028121000006117,,primary malignant neoplasm of skin of eyebrow,1
4028161000006111,,primary malignant neoplasm of skin of finger,1
4028181000006118,,primary malignant neoplasm of skin of foot,1
4028211000006119,,primary malignant neoplasm of skin of forehead,1
4028231000006113,,primary malignant neoplasm of skin of groin,1
4028251000006118,,primary malignant neoplasm of skin of hand,1
4028271000006111,,primary malignant neoplasm of skin of hip,1
4028291000006112,,primary malignant neoplasm of skin of knee,1
4028311000006111,,primary malignant neoplasm of skin of lip,1
4028341000006110,,primary malignant neoplasm of skin of neck,1
4028371000006119,,primary malignant neoplasm of skin of perineum,1
4028411000006118,,primary malignant neoplasm of skin of shoulder,1
4028441000006119,,primary malignant neoplasm of skin of thigh,1
4028461000006115,,primary malignant neoplasm of skin of toe,1
4028491000006111,,primary malignant neoplasm of skin of umbilicus,1
4028861000006117,,primary malignant neoplasm of sweat gland,1
4161771000006110,,overlapping malignant neoplasm of skin,1
4505481000006113,,basal cell carcinoma - morpheic,1
4505491000006111,,morpheaform basal cell carcinoma,1
4749341000006118,,malignant neoplasm of skin of ear and external auditory canal,1
4749431000006116,,malignant neoplasm of scalp and/or skin of neck,1
4749451000006111,,malignant neoplasm of skin of scalp,1
4749501000006113,,malignant neoplasm of skin of forearm,1
5028061000006116,,malignant tumor of eyelid,1
5028071000006111,,malignant neoplasm of eyelid,1
5347221000006118,,scc - squamous cell carcinoma of lung,1
5347601000006114,,scc - cutaneous squamous cell carcinoma,1
5347611000006112,,cutaneous squamous cell carcinoma,1
5347621000006116,,scc - squamous cell carcinoma of skin,1
5347631000006118,,spinous cell carcinoma,1
5348521000006116,,basalioma,1
5348531000006118,,bcc - basal cell carcinoma of skin,1
5348541000006111,,ru - rodent ulcer,1
5348551000006113,,"cancer of skin, basal cell",1
5590681000006113,,dfsp - dermatofibrosarcoma protruberans,1
5590691000006111,,dermatofibrosarcoma,1
5595371000006112,,malignant tumour of external ear,1
5595381000006110,,malignant tumor of external ear,1
5900061000006117,,excision of malignant skin tumor,1
6242751000006114,,malignant tumour,1
6242761000006111,,malignant tumor,1
6242781000006118,,ca - cancer,1
6364401000006114,,malignant neoplasm of skin head and neck,1
6364411000006112,,ca skin - head/neck,1
6364471000006115,,ca skin - trunk,1
6364531000006119,,skin cancer,1
6364541000006112,,cancer of skin,1
7093841000006111,,excisional biopsy of basal cell carcinoma,1
7272621000006110,,malignant neoplasm of skin of face,1
853151000006113,,basal cell carcinoma,1
853821000006110,,rodent ulcer,1
651081000006111,7G03K00,excision malignant skin tumour,1
598801000000114,7G05600,excision biopsy of rodent ulcer,1
598561000000110,7G05D00,excision biopsy of basal cell carcinoma,1
724901000006112,B004000,"malignant neoplasm of lip unspecified, buccal aspect",1
288962013,B310300,malignant neoplasm of cartilage of ear,1
403700013,B33..00,other malignant neoplasm of skin,1
215751000000116,B33..11,basal cell carcinoma,1
379315011,B33..13,rodent ulcer,1
289066018,B33..14,malignant neoplasm of sebaceous gland,1
721091000006119,B33..15,malignant neoplasm of sweat gland,1
411225019,B33..16,epithelioma basal cell,1
990561000006113,B33..98,ca skin - other nos,1
880211000006117,B33..99,ca skin - other,1
155542017,B330.00,malignant neoplasm of skin of lip,1
726261000006112,B331.00,malignant neoplasm of eyelid including canthus,1
454201010,B331000,malignant neoplasm of canthus,1
457110018,B331100,malignant neoplasm of upper eyelid,1
457111019,B331200,malignant neoplasm of lower eyelid,1
720511000006113,B332.00,malignant neoplasm skin of ear and external auricular canal,1
289079010,B332000,malignant neoplasm of skin of auricle (ear),1
289080013,B332100,malignant neoplasm of skin of external auditory meatus,1
455404011,B332200,malignant neoplasm of pinna nec,1
729611000006115,B332z00,malig neop skin of ear and external auricular canal nos,1
720521000006117,B333.00,malignant neoplasm skin of other and unspecified parts face,1
289084016,B333000,"malignant neoplasm of skin of cheek, external",1
155525011,B333100,malignant neoplasm of skin of chin,1
155529017,B333200,malignant neoplasm of skin of eyebrow,1
155536016,B333300,malignant neoplasm of skin of forehead,1
289088018,B333400,malignant neoplasm of skin of nose (external),1
289089014,B333500,malignant neoplasm of skin of temple,1
720531000006119,B333z00,malignant neoplasm skin other and unspec part of face nos,1
289091018,B334.00,malignant neoplasm of scalp and skin of neck,1
289092013,B334000,malignant neoplasm of scalp,1
155545015,B334100,malignant neoplasm of skin of neck,1
289094014,B334z00,malignant neoplasm of scalp or skin of neck nos,1
289095010,B335.00,"malignant neoplasm of skin of trunk, excluding scrotum",1
880221000006113,B335.99,ca skin - trunk,1
289096011,B335000,malignant neoplasm of skin of axillary fold,1
289097019,B335100,"malignant neoplasm of skin of chest, excluding breast",1
155521019,B335200,malignant neoplasm of skin of breast,1
289099016,B335300,malignant neoplasm of skin of abdominal wall,1
155556015,B335400,malignant neoplasm of skin of umbilicus,1
155537013,B335500,malignant neoplasm of skin of groin,1
155547011,B335600,malignant neoplasm of skin of perineum,1
155520018,B335700,malignant neoplasm of skin of back,1
155522014,B335800,malignant neoplasm of skin of buttock,1
155458017,B335900,malignant neoplasm of perianal skin,1
455405012,B335A00,malignant neoplasm of skin of scapular region,1
289107010,B335z00,"malignant neoplasm of skin of trunk, excluding scrotum, nos",1
289108017,B336.00,malignant neoplasm of skin of upper limb and shoulder,1
880231000006111,B336.99,ca skin - upper limb,1
155550014,B336000,malignant neoplasm of skin of shoulder,1
289110015,B336100,malignant neoplasm of skin of upper arm,1
289111016,B336200,malignant neoplasm of skin of fore-arm,1
155538015,B336300,malignant neoplasm of skin of hand,1
155533012,B336400,malignant neoplasm of skin of finger,1
289114012,B336500,malignant neoplasm of skin of thumb,1
289115013,B336z00,malignant neoplasm of skin of upper limb or shoulder nos,1
289116014,B337.00,malignant neoplasm of skin of lower limb and hip,1
880241000006118,B337.99,ca skin - lower limb,1
155539011,B337000,malignant neoplasm of skin of hip,1
155552018,B337100,malignant neoplasm of skin of thigh,1
155540013,B337200,malignant neoplasm of skin of knee,1
289121012,B337300,malignant neoplasm of skin of popliteal fossa area,1
289122017,B337400,malignant neoplasm of skin of lower leg,1
155517014,B337500,malignant neoplasm of skin of ankle,1
289124016,B337600,malignant neoplasm of skin of heel,1
155534018,B337700,malignant neoplasm of skin of foot,1
155553011,B337800,malignant neoplasm of skin of toe,1
289127011,B337900,malignant neoplasm of skin of great toe,1
289128018,B337z00,malignant neoplasm of skin of lower limb or hip nos,1
379223011,B338.00,squamous cell carcinoma of skin,1
413089014,B339.00,dermatofibrosarcoma protuberans,1
720471000006115,B33X.00,malignant neoplasm overlapping lesion of skin,1
289131017,B33y.00,malignant neoplasm of other specified skin sites,1
289132012,B33z.00,malignant neoplasm of skin nos,1
556501000000116,B33z.11,squamous cell carcinoma of skin nos,1
880251000006116,B33z.99,ca skin - other nos,1
289347010,B512000,malignant neoplasm of hippocampus,1
880561000006117,B550.99,ca skin - head/neck,1
556511000000119,BB2A.13,[m]squamous cell carcinoma of skin nos,1
291360017,BB31.00,[m]basal cell carcinoma nos,1
313221000006117,BB32.00,[m]multicentric basal cell carcinoma,1
305801000006113,BB33.00,"[m]basal cell carcinoma, morphoea type",1
305791000006112,BB34.00,"[m]basal cell carcinoma, fibroepithelial type",1
305901000006119,BB35.00,[m]basosquamous carcinoma,1
312631000006110,BB36.00,[m]metatypical carcinoma,1
1770481000006118,BB3C.00,[m]superficial basal cell carcinoma,1
1770491000006115,BB3D.00,"[m]basal cell carcinoma, nodular",1
1770501000006111,BB3E.00,"[m]basal cell carcinoma, micronodular",1
1770511000006114,BB3F.00,"[m]basal cell carcinoma, infiltrative",1
1770521000006118,BB3G.00,[m]pigmented basal cell carcinoma,1
1230882017,BB5RA00,[m]merkel cell carcinoma,1
291474011,BB60100,[m]skin appendage carcinoma,1
291480015,BB61200,[m]sweat gland adenocarcinoma,1
305571000006117,BB62100,[m]apocrine adenocarcinoma,1
1231370012,BB69100,[m]sebaceous adenocarcinoma,1
306571000006113,BB6A100,[m]ceruminous adenocarcinoma,1
1216845011,BBEV.00,"[m]blue naevus, malignant",1
1234006011,BBGL.00,[m]dermatofibroma protuberans,1
215889013,BBGM.00,[m]dermatofibrosarcoma nos,1
404801000006116,Byu4200,[x]oth malignant neoplasm/skin of oth+unspecfd parts of face,1
292120012,Byu4300,"[x]malignant neoplasm of skin, unspecified",1
292135013,Byu5A00,[x]malignant neoplasm overlapping lesion of skin,1
11907871000006118,,"mesothelioma (malignant, clinical disorder)",1
12222311000006112,,malignant pleural mesothelioma,1
12762081000006117,,mesothelioma,1
2989331000006118,,"mesothelioma, biphasic, malignant",1
2989341000006111,,"mesothelioma, biphasic",1
2989361000006110,,biphasic mesothelioma,1
3383331000006119,,fibrous mesothelioma,1
3383341000006112,,spindled mesothelioma,1
3383351000006114,,sarcomatoid mesothelioma,1
3383361000006111,,desmoplastic mesothelioma,1
3508581000006116,,"mesothelioma, malignant",1
3508601000006114,,malignant mesothelioma,1
3561311000006114,,"epithelioid mesothelioma, malignant",1
3561321000006118,,epithelioid mesothelioma,1
4027381000006117,,primary malignant neoplasm of pericardium,1
4163371000006112,,malignant mesothelioma,1
4163431000006119,,malignant mesothelioma of pericardium,1
4170841000006111,,malignant mesothelioma of peritoneum,1
4170851000006113,,"cancer of the peritoneum, mesothelioma",1
174532014,B181.00,mesothelioma of peritoneum,1
103180017,B226.00,mesothelioma,1
705211000006111,B232.00,mesothelioma of pleura,1
155459013,B241300,malignant neoplasm of pericardium,1
173941016,B241400,mesothelioma of pericardium,1
312601000006119,BBP1.00,"[m]mesothelioma, malignant",1
308701000006114,BBP3.00,"[m]fibrous mesothelioma, malignant",1
1785811000006114,BBP3.11,[m]sarcomatoid mesothelioma,1
308261000006116,BBP5.00,"[m]epithelioid mesothelioma, malignant",1
312591000006110,BBP7.00,"[m]mesothelioma, biphasic type, malignant",1
291711013,BBPX.00,"[m]mesothelioma, unspecified",1
403762019,Byu5000,[x]mesothelioma of other sites,1
398291000006110,Byu5011,[x]mesothelioma of lung,1
292126018,Byu5100,"[x]mesothelioma, unspecified",1
3308471000006116,,kaposi's sarcoma,1
3308481000006118,,multiple hemorrhagic sarcoma,1
3308491000006115,,multiple haemorrhagic sarcoma,1
3308511000006114,,"kaposi's sarcoma, morphology",1
3308521000006118,,"kaposi sarcoma, morphology",1
4163481000006118,,epidemic kaposi's sarcoma,1
4163491000006115,,ks - kaposi's sarcoma,1
4163501000006111,,kaposi's sarcoma,1
4163511000006114,,kaposi sarcoma,1
4163531000006115,,kaposi sarcoma of skin,1
4163551000006110,,kaposi sarcoma of palate,1
4163611000006110,,kaposi sarcoma of lymph nodes,1
4163631000006116,,kaposi sarcoma of multiple organs,1
4748931000006116,,kaposi's sarcoma of soft tissues,1
4748941000006114,,kaposi sarcoma of soft tissue,1
6955711000006116,,kaposi sarcoma associated with aids,1
6955721000006112,,kaposi's sarcoma associated with acquired immunodeficiency syndrome,1
825771000006119,A789500,hiv disease resulting in kaposi's sarcoma,1
1814931000006110,A789511,hiv disease resulting in kaposi sarcoma,1
173946014,B05z000,kaposi's sarcoma of palate,1
289008015,B31z000,kaposi's sarcoma of soft tissue,1
173944012,B33z000,kaposi's sarcoma of skin,1
755631000006110,B592X00,kaposi's sarcoma of multiple organs,1
755671000006113,B59zX00,"kaposi's sarcoma, unspecified",1
173950019,B6z0.00,kaposi's sarcoma of lymph nodes,1
1230800010,BBTA.00,[m]kaposi's sarcoma,1
313251000006114,BBTA.11,[m]multiple haemorrhagic sarcoma,1
292127010,Byu5200,[x]kaposi's sarcoma of multiple organs,1
292128017,Byu5300,"[x]kaposi's sarcoma, unspecified",1
292136014,Byu5B00,[x]kaposi's sarcoma of other sites,1
11918081000006110,,[x]mal neoplasm/overlap les/periph nerv+autonomic nerv systm,1
4171751000006113,,overlapping malignant neoplasm of peripheral nerves and autonomic nervous system,1
4751011000006118,,"peripheral nerve cancer, thorax",1
6363601000006114,,malignant tumour of nervous system,1
6363611000006112,,malignant tumor of nervous system,1
7364661000006113,,cancer of respiratory system,1
728461000006112,B524.00,malig neopl peripheral nerves and autonomic nervous system,1
722911000006119,B524000,"malignant neoplasm of peripheral nerves of head, face & neck",1
722901000006117,B524100,"malignant neoplasm of peripheral nerve,upp limb,incl should",1
722871000006117,B524200,"malignant neoplasm of peripheral nerve of low limb, incl hip",1
289388010,B524300,malignant neoplasm of peripheral nerve of thorax,1
289389019,B524400,malignant neoplasm of peripheral nerve of abdomen,1
289390011,B524500,malignant neoplasm of peripheral nerve of pelvis,1
720001000006119,B524600,"malignant neoplasm,overlap lesion periph nerve & auton ns",1
730491000006117,B524W00,"mal neoplasm/periph nerves+autonomic nervous system,unspc",1
720051000006115,B524X00,"malignant neoplasm/peripheral nerves of trunk,unspecified",1
396511000006119,Byu2400,[x]malignant neoplasm/ill-defined sites within resp system,1
396601000006116,Byu5400,"[x]malignant neoplasm/peripheral nerves of trunk,unspecified",1
396111000006110,Byu5500,[x]mal neoplasm/overlap les/periph nerv+autonomic nerv systm,1
396131000006116,Byu5600,"[x]mal neoplasm/periph nerves+autonomic nervous system,unspc",1
4027261000006117,,primary malignant neoplasm of parietal peritoneum,1
4747501000006116,,malignant tumor of peritoneum and retroperitoneum,1
4747541000006119,,malignant neoplasm of retrocecal tissue,1
4747591000006111,,malignant neoplasm of mesocecum,1
6245451000006112,,malignant retroperitoneal tumour,1
6245461000006114,,malignant retroperitoneal tumor,1
6245491000006118,,cancer of omentum,1
6245501000006114,,ca - cancer of omentum,1
6247341000006114,,malignant tumour of peritoneum,1
6247351000006111,,malignant tumor of peritoneum,1
6247361000006113,,peritoneal cancer,1
6247371000006118,,ca - cancer of peritoneum,1
6247381000006115,,cancer of peritoneum,1
7369071000006110,,cancer of pelvic peritoneum,1
288739019,B18..00,malignant neoplasm of retroperitoneum and peritoneum,1
1228549016,B180.00,malignant neoplasm of retroperitoneum,1
288741018,B180100,malignant neoplasm of perinephric tissue,1
288742013,B180200,malignant neoplasm of retrocaecal tissue,1
288744014,B180z00,malignant neoplasm of retroperitoneum nos,1
247091000006118,B182.00,overlapping malign lesion of retroperitoneum and peritoneum,1
288747019,B18y.00,malignant neoplasm of specified parts of peritoneum,1
288748012,B18y000,malignant neoplasm of mesocolon,1
288749016,B18y100,malignant neoplasm of mesocaecum,1
288751017,B18y200,malignant neoplasm of mesorectum,1
482641017,B18y300,malignant neoplasm of omentum,1
155446017,B18y400,malignant neoplasm of parietal peritoneum,1
155452016,B18y500,malignant neoplasm of pelvic peritoneum,1
288754013,B18y600,malignant neoplasm of the pouch of douglas,1
482537012,B18y700,malignant neoplasm of mesentery,1
288756010,B18yz00,malignant neoplasm of specified parts of peritoneum nos,1
288757018,B18z.00,malignant neoplasm of retroperitoneum and peritoneum nos,1
292132011,Byu5700,"[x]malignant neoplasm of peritoneum, unspecified",1
11925571000006115,,malignant neoplasm of trunk nos,1
11926011000006111,,malig neop of connective and soft tissue trunk unspecified,1
2656161000006112,,undifferentiated spindle cell sarcoma,1
2700801000006115,,clear cell sarcoma (except of kidney m-89643),1
2700811000006117,,"clear cell sarcoma, of tendons and aponeuroses",1
2700821000006113,,"melanoma, malignant, of soft parts",1
2726001000006118,,sarcoma botryoides,1
2726021000006111,,"embryonal rhabdomyosarcoma, pleomorphic",1
2794841000006114,,"synovial sarcoma, biphasic",1
2794851000006111,,synovial sarcoma - biphasic,1
2803661000006110,,fascial fibrosarcoma,1
3099301000006112,,"synovial sarcoma, spindle cell",1
3099311000006110,,"synovial sarcoma, monophasic fibrous",1
3099321000006119,,synovial sarcoma - spindle cell,1
3197611000006117,,round cell liposarcoma,1
3197621000006113,,lipoblastic liposarcoma,1
3299771000006111,,liposarcoma,1
3299801000006113,,"liposarcoma, no icd-o subtype",1
3299811000006111,,"liposarcoma, no international classification of diseases for oncology subtype",1
3343541000006113,,congenital fibrosarcoma,1
3416681000006113,,"synovial sarcoma, epithelioid cell",1
3416691000006111,,synovial sarcoma - epithelioid cell,1
3467831000006112,,embryonal sarcoma,1
3514081000006118,,mixed type rhabdomyosarcoma,1
3514091000006115,,mixed embryonal rhabdomyosarcoma and alveolar rhabdomyosarcoma,1
3516131000006113,,lymphangiosarcoma of stewart and treves,1
3516141000006115,,lymphangiosarcoma of skin,1
3527891000006114,,synovial sarcoma,1
3527901000006113,,"synovioma, malignant",1
3527911000006111,,synovioma,1
3594381000006119,,dedifferentiated liposarcoma,1
3695141000006115,,small cell sarcoma,1
3695151000006118,,round cell sarcoma,1
3695161000006116,,undifferentiated round cell sarcoma,1
3933091000006116,,alveolar soft part sarcoma,1
4025601000006112,,primary malignant neoplasm of diaphragm,1
4026031000006119,,primary malignant neoplasm of great vessels,1
