prodcodeid,dmdid,formulation,routeofadministration,substancestrength,bnfcode,substance,productname,termfromemis,sub_acarbose,sub_first_gen_su,sub_second_gen_su,sub_third_gen_su,sub_dpp4i,sub_sglt2i,sub_glp1,sub_glp2,sub_guar,sub_mtf,sub_tzd,sub_glin,sub_ins,sub_mtf_dpp4i,sub_mtf_tzd,sub_mtf_sglt2i,sub_ins_glp1,sub_3su_tzd,sub_sglt2i_dpp4i,drug_antidiabetic_group
12902741000033119,36630511000001105,Solution for injection,Subcutaneous,100.000unit/1.000ml + 100.000unit/1.000ml + 33.000microgram/1.000ml,06010102,insulin glargine/ lixisenatide,insulin glargine 100units/ml / lixisenatide 33micrograms/ml solution for injection 3ml pre-filled disposable devices,insulin glargine 100units/ml / lixisenatide 33micrograms/ml solution for injection 3ml pre-filled disposable devices,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ins_glp
12902841000033112,36630611000001109,Solution for injection,Subcutaneous,100.000unit/1.000ml + 100.000unit/1.000ml + 50.000microgram/1.000ml,06010102,insulin glargine/ lixisenatide,insulin glargine 100units/ml / lixisenatide 50micrograms/ml solution for injection 3ml pre-filled disposable devices,insulin glargine 100units/ml / lixisenatide 50micrograms/ml solution for injection 3ml pre-filled disposable devices,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ins_glp
12998741000033119,36931811000001104,Solution for injection,Subcutaneous,300.000unit/1.000ml + 300.000unit/1.000ml,06010102,insulin glargine,insulin glargine 300units/ml solution for injection 3ml pre-filled disposable devices,insulin glargine 300units/ml solution for injection 3ml pre-filled disposable devices,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ins
12998841000033112,36911311000001101,Solution for injection,Subcutaneous,300.000unit/1.000ml + 300.000unit/1.000ml,,insulin glargine,toujeo 300units/ml solution for injection 3ml pre-filled doublestar pens,toujeo 300units/ml solution for injection 3ml pre-filled doublestar pens (sanofi),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ins
12998941000033116,36914911000001102,Tablet/ Oral Tablet,Oral,160.000mg,06010201,gliclazide,gliclazide 160mg tablets,gliclazide 160mg tablets,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,second_gen_su
12999041000033113,36910511000001100,Tablet/ Oral Tablet,Oral,160.000mg,,gliclazide,glydex 160mg tablets,glydex 160mg tablets (medreich plc),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,second_gen_su
13116741000033112,37280311000001109,Tablet/ Oral Tablet,Oral,10.000mg + 5.000mg,06010203,empagliflozin/ linagliptin,empagliflozin 10mg / linagliptin 5mg tablets,empagliflozin 10mg / linagliptin 5mg tablets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,sglt2i_dpp4i
13116841000033119,37280511000001103,Tablet/ Oral Tablet,Oral,25.000mg + 5.000mg,06010203,empagliflozin/ linagliptin,empagliflozin 25mg / linagliptin 5mg tablets,empagliflozin 25mg / linagliptin 5mg tablets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,sglt2i_dpp4i
13116941000033110,37225211000001100,Tablet/ Oral Tablet,Oral,10.000mg + 5.000mg,,empagliflozin/ linagliptin,glyxambi 10mg/5mg tablets,glyxambi 10mg/5mg tablets (boehringer ingelheim ltd),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,sglt2i_dpp4i
13117041000033111,37225511000001102,Tablet/ Oral Tablet,Oral,25.000mg + 5.000mg,,empagliflozin/ linagliptin,glyxambi 25mg/5mg tablets,glyxambi 25mg/5mg tablets (boehringer ingelheim ltd),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,sglt2i_dpp4i
13122541000033112,37405911000001104,Oral suspension,Oral,600.000microgram/1.000ml,06010201,glibenclamide,glibenclamide 600micrograms/ml oral suspension sugar free,glibenclamide 600micrograms/ml oral suspension sugar free,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,second_gen_su
13345341000033117,38018511000001102,Modified-release tablet,Oral,60.000mg,,gliclazide,lamzarin 60mg modified-release tablets,lamzarin 60mg modified-release tablets (key pharmaceuticals ltd),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,second_gen_su
13427341000033118,28440211000001102,Powder and solvent for prolonged-release suspension for inj,Subcutaneous,2.000mg,06010203,exenatide,exenatide 2mg powder and solvent for prolonged-release suspension for injection pre-filled disposable devices,exenatide 2mg powder and solvent for prolonged-release suspension for injection pre-filled disposable devices,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,glp1
13427441000033112,28426011000001108,Powder and solvent for prolonged-release suspension for inj,Subcutaneous,2.000mg,,exenatide,bydureon 2mg powder and solvent for prolonged-release suspension for injection pre-filled pens,bydureon 2mg powder and solvent for prolonged-release suspension for injection pre-filled pens (astrazeneca uk ltd),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,glp1
13427541000033113,38082811000001104,Prolonged-release suspension for injection/,Subcutaneous,2.353mg/1.000ml,06010203,exenatide,exenatide 2mg/0.85ml prolonged-release suspension for injection pre-filled disposable devices,exenatide 2mg/0.85ml prolonged-release suspension for injection pre-filled disposable devices,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,glp1
13427641000033114,38060511000001101,Prolonged-release suspension for injection/,Subcutaneous,2.353mg/1.000ml,,exenatide,bydureon bcise 2mg/0.85ml prolonged-release suspension for injection pre-filled pens,bydureon bcise 2mg/0.85ml prolonged-release suspension for injection pre-filled pens (astrazeneca uk ltd),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,glp1
13429041000033112,38238111000001109,Modified-release tablet,Oral,750.000mg,,metformin hydrochloride,sukkarto sr 750mg tablets,sukkarto sr 750mg tablets (morningside healthcare ltd),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,mtf
13604741000033119,38479611000001109,Solution for injection,Subcutaneous,100.000unit/1.000ml + 100.000unit/1.000ml,,insulin lispro,lyumjev junior kwikpen 100units/ml solution for injection 3ml pre-filled pens,lyumjev junior kwikpen 100units/ml solution for injection 3ml pre-filled pens (eli lilly and company ltd),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ins
13604841000033112,38465811000001104,Solution for injection,Subcutaneous,100.000unit/1.000ml + 100.000unit/1.000ml,,insulin lispro,lyumjev kwikpen 100units/ml solution for injection 3ml pre-filled pens,lyumjev kwikpen 100units/ml solution for injection 3ml pre-filled pens (eli lilly and company ltd),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ins
13604941000033116,38501011000001104,Solution for injection,Subcutaneous,200.000unit/1.000ml + 200.000unit/1.000ml,,insulin lispro,lyumjev kwikpen 200units/ml solution for injection 3ml pre-filled pens,lyumjev kwikpen 200units/ml solution for injection 3ml pre-filled pens (eli lilly and company ltd),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ins
13605041000033116,38456111000001107,Solution for injection,Subcutaneous,100.000unit/1.000ml + 100.000unit/1.000ml,,insulin lispro,lyumjev 100units/ml solution for injection 3ml cartridges,lyumjev 100units/ml solution for injection 3ml cartridges (eli lilly and company ltd),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ins
13605141000033117,38456911000001105,Solution for injection,Subcutaneous/ Intravenous,100.000unit/1.000ml + 100.000unit/1.000ml,,insulin lispro,lyumjev 100units/ml solution for injection 10ml vials,lyumjev 100units/ml solution for injection 10ml vials (eli lilly and company ltd),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ins
13606641000033119,38749111000001108,Modified-release tablet,Oral,500.000mg,,metformin hydrochloride,glucorex sr 500mg tablets,glucorex sr 500mg tablets (glucorx ltd),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,mtf
13712241000033110,38840211000001106,Tablet/ Oral Tablet,Oral,3.000mg,06010203,semaglutide,semaglutide 3mg tablets,semaglutide 3mg tablets,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,glp1
13712341000033117,38840311000001103,Tablet/ Oral Tablet,Oral,7.000mg,06010203,semaglutide,semaglutide 7mg tablets,semaglutide 7mg tablets,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,glp1
13712441000033111,38840111000001100,Tablet/ Oral Tablet,Oral,14.000mg,06010203,semaglutide,semaglutide 14mg tablets,semaglutide 14mg tablets,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,glp1
13712541000033112,38731811000001101,Tablet/ Oral Tablet,Oral,3.000mg,,semaglutide,rybelsus 3mg tablets,rybelsus 3mg tablets (novo nordisk ltd),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,glp1
13712641000033113,38732111000001103,Tablet/ Oral Tablet,Oral,7.000mg,,semaglutide,rybelsus 7mg tablets,rybelsus 7mg tablets (novo nordisk ltd),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,glp1
13712741000033116,38732411000001108,Tablet/ Oral Tablet,Oral,14.000mg,,semaglutide,rybelsus 14mg tablets,rybelsus 14mg tablets (novo nordisk ltd),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,glp1
13753141000033118,39233411000001108,Solution for injection,Subcutaneous,6.000mg/1.000ml,06010203,dulaglutide,dulaglutide 3mg/0.5ml solution for injection pre-filled disposable devices,dulaglutide 3mg/0.5ml solution for injection pre-filled disposable devices,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,glp1
13753241000033113,39233511000001107,Solution for injection,Subcutaneous,9.000mg/1.000ml,06010203,dulaglutide,dulaglutide 4.5mg/0.5ml solution for injection pre-filled disposable devices,dulaglutide 4.5mg/0.5ml solution for injection pre-filled disposable devices,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,glp1
13753341000033115,39232411000001104,Solution for injection,Subcutaneous,6.000mg/1.000ml,,dulaglutide,trulicity 3mg/0.5ml solution for injection pre-filled pens,trulicity 3mg/0.5ml solution for injection pre-filled pens (eli lilly and company ltd),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,glp1
13753441000033114,39232611000001101,Solution for injection,Subcutaneous,9.000mg/1.000ml,,dulaglutide,trulicity 4.5mg/0.5ml solution for injection pre-filled pens,trulicity 4.5mg/0.5ml solution for injection pre-filled pens (eli lilly and company ltd),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,glp1
13803041000033110,39461411000001102,Tablet/ Oral Tablet,Oral,1.000gram,06010202,metformin hydrochloride,metformin 1g tablets,metformin 1g tablets,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,mtf
13828541000033119,39573711000001106,Tablet/ Oral Tablet,Oral,500.000mg,,metformin hydrochloride,axpinet 500mg tablets,axpinet 500mg tablets (glucorx ltd),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,mtf
13828641000033118,39573911000001108,Tablet/ Oral Tablet,Oral,850.000mg,,metformin hydrochloride,axpinet 850mg tablets,axpinet 850mg tablets (glucorx ltd),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,mtf
13861141000033114,39820211000001106,Solution for injection,Subcutaneous,100.000unit/1.000ml + 100.000unit/1.000ml,,insulin aspart,trurapi 100units/ml solution for injection 3ml cartridges,trurapi 100units/ml solution for injection 3ml cartridges (sanofi),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ins
13861241000033119,39820411000001105,Solution for injection,Subcutaneous,100.000unit/1.000ml + 100.000unit/1.000ml,,insulin aspart,trurapi 100units/ml solution for injection 3ml pre-filled solostar pens,trurapi 100units/ml solution for injection 3ml pre-filled solostar pens (sanofi),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ins
13901241000033111,39984311000001108,,,,,,drain-guard catheter securement device,drain-guard catheter securement device 8150 (it's interventional ltd),0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
13911841000033112,40032311000001100,Solution for injection,Subcutaneous/ Intravenous/ Intramuscular,100.000unit/1.000ml + 100.000unit/1.000ml,,insulin lispro,admelog 100units/ml solution for injection 10ml vials,admelog 100units/ml solution for injection 10ml vials (sanofi),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ins
13911941000033116,40031711000001108,Solution for injection,Subcutaneous/ Intravenous/ Intramuscular,100.000unit/1.000ml + 100.000unit/1.000ml,,insulin lispro,admelog 100units/ml solution for injection 3ml cartridges,admelog 100units/ml solution for injection 3ml cartridges (sanofi),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ins
13912041000033110,40033011000001107,Solution for injection,Subcutaneous/ Intravenous/ Intramuscular,100.000unit/1.000ml + 100.000unit/1.000ml,,insulin lispro,admelog 100units/ml solution for injection 3ml pre-filled pens,admelog 100units/ml solution for injection 3ml pre-filled pens (sanofi),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ins
13939841000033118,40180811000001105,Solution for injection,Subcutaneous/ Intravenous,100.000unit/1.000ml + 100.000unit/1.000ml,,insulin aspart,trurapi 100units/ml solution for injection 10ml vials,trurapi 100units/ml solution for injection 10ml vials (sanofi),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ins
14002541000033110,40322411000001106,Solution for injection,Subcutaneous,100.000unit/1.000ml + 100.000unit/1.000ml,,insulin glargine,abasaglar tempo pen 100units/ml solution for injection 3ml pre-filled pens,abasaglar tempo pen 100units/ml solution for injection 3ml pre-filled pens (eli lilly and company ltd),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ins
14004241000033116,40322211000001107,Solution for injection,Subcutaneous/ Intravenous,100.000unit/1.000ml + 100.000unit/1.000ml,,insulin lispro,humalog tempo pen 100units/ml solution for injection 3ml pre-filled pens,humalog tempo pen 100units/ml solution for injection 3ml pre-filled pens (eli lilly and company ltd),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ins
14008641000033114,40490311000001104,,,,,,novopen 6 hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units,novopen 6 hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units blue (novo nordisk ltd),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ins
14008741000033117,40490511000001105,,,,,,novopen 6 hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units,novopen 6 hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units grey (novo nordisk ltd),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ins
14008841000033110,40490711000001100,,,,,,novopen echo plus hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 0.5-30 units,novopen echo plus hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 0.5-30 units blue (novo nordisk ltd),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ins
14008941000033119,40490911000001103,,,,,,novopen echo plus hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 0.5-30 units,novopen echo plus hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 0.5-30 units red (novo nordisk ltd),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ins
14018041000033118,40564111000001100,Modified-release tablet,Oral,1.000gram,,metformin hydrochloride,jesacrin 1000mg modified-release tablets,jesacrin 1000mg modified-release tablets (key pharmaceuticals ltd),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,mtf
14041441000033111,40322611000001109,Solution for injection,Subcutaneous,100.000unit/1.000ml + 100.000unit/1.000ml,,insulin lispro,lyumjev tempo pen 100units/ml solution for injection 3ml pre-filled pens,lyumjev tempo pen 100units/ml solution for injection 3ml pre-filled pens (eli lilly and company ltd),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ins
14116341000033114,41152511000001108,Solution for injection,Subcutaneous,5.000mg/1.000ml,06010203,tirzepatide,tirzepatide 2.5mg/0.5ml solution for injection pre-filled disposable devices,tirzepatide 2.5mg/0.5ml solution for injection pre-filled disposable devices,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14116441000033115,41152611000001107,Solution for injection,Subcutaneous,10.000mg/1.000ml,06010203,tirzepatide,tirzepatide 5mg/0.5ml solution for injection pre-filled disposable devices,tirzepatide 5mg/0.5ml solution for injection pre-filled disposable devices,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14121441000033118,41213411000001108,Oral solution,Oral,20.000mg/1.000ml,06010203,sitagliptin hydrochloride,sitagliptin 100mg/5ml oral solution sugar free,sitagliptin 100mg/5ml oral solution sugar free,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dpp4i
14219541000033113,41535511000001106,Oral solution,Oral,25.000mg/1.000ml,06010203,sitagliptin hydrochloride,sitagliptin 125mg/5ml oral solution sugar free,sitagliptin 125mg/5ml oral solution sugar free,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dpp4i
14237541000033113,42237311000001104,Solution for injection,Subcutaneous,0.680mg/1.000ml,06010203,semaglutide,semaglutide 0.25mg/0.37ml solution for injection 1.5ml pre-filled disposable device,semaglutide 0.25mg/0.37ml solution for injection 1.5ml pre-filled disposable device,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,glp1
14237641000033114,42237411000001106,Solution for injection,Subcutaneous,2.270mg/1.000ml,06010203,semaglutide,semaglutide 1.7mg/0.75ml solution for injection 3ml pre-filled disposable device,semaglutide 1.7mg/0.75ml solution for injection 3ml pre-filled disposable device,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,glp1
14237741000033117,42237611000001109,Solution for injection,Subcutaneous,3.200mg/1.000ml,06010203,semaglutide,semaglutide 2.4mg/0.75ml solution for injection 3ml pre-filled disposable device,semaglutide 2.4mg/0.75ml solution for injection 3ml pre-filled disposable device,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,glp1
14237841000033110,42220711000001104,Solution for injection,Subcutaneous,0.680mg/1.000ml,,semaglutide,wegovy flextouch 0.25mg/0.37ml solution for injection 1.5ml pre-filled pens,wegovy flextouch 0.25mg/0.37ml solution for injection 1.5ml pre-filled pens (novo nordisk ltd),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,glp1
14237941000033119,42220411000001105,Solution for injection,Subcutaneous,1.340mg/1.000ml,,semaglutide,wegovy flextouch 0.5mg/0.37ml solution for injection 1.5ml pre-filled pens,wegovy flextouch 0.5mg/0.37ml solution for injection 1.5ml pre-filled pens (novo nordisk ltd),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,glp1
14238041000033116,42219111000001101,Solution for injection,Subcutaneous,2.270mg/1.000ml,,semaglutide,wegovy flextouch 1.7mg/0.75ml solution for injection 3ml pre-filled pens,wegovy flextouch 1.7mg/0.75ml solution for injection 3ml pre-filled pens (novo nordisk ltd),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,glp1
14238141000033117,42221311000001108,Solution for injection,Subcutaneous,1.340mg/1.000ml,,semaglutide,wegovy flextouch 1mg/0.75ml solution for injection 3ml pre-filled pens,wegovy flextouch 1mg/0.75ml solution for injection 3ml pre-filled pens (novo nordisk ltd),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,glp1
14238241000033112,42221011000001105,Solution for injection,Subcutaneous,3.200mg/1.000ml,,semaglutide,wegovy flextouch 2.4mg/0.75ml solution for injection 3ml pre-filled pens,wegovy flextouch 2.4mg/0.75ml solution for injection 3ml pre-filled pens (novo nordisk ltd),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,glp1
14238441000033113,42237511000001105,Solution for injection,Subcutaneous,1.340mg/1.000ml,06010203,semaglutide,semaglutide 1mg/0.75ml solution for injection 3ml pre-filled disposable device,semaglutide 1mg/0.75ml solution for injection 3ml pre-filled disposable device,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,glp1
1450941000033113,42090611000001109,Tablet/ Oral Tablet,Oral,500.000mg,06010201,tolbutamide,tolbutamide 500mg tablets,tolbutamide 500mg tablets,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,first_gen_su
1452241000033117,,,,,,,,tolanase  tablets  100 mg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,first_gen_su
1452341000033110,,,,,,,,tolanase  tablets  250 mg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,first_gen_su
1452741000033111,,,,,,,,tolazamide  tablets  100 mg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,first_gen_su
1452841000033118,,,,,,,,tolazamide  tablets  250 mg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,first_gen_su
1472141000033110,,,,,,,,troglitazone  tablets  200 mg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,tzd
1472341000033113,,,,,,,,troglitazone  tablets  400 mg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,tzd
148841000033116,,,,,,,,biphasic insulin  injection  100 units/ml,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ins
1602941000033117,49111000001103,Tablet/ Oral Tablet,Oral,80.000mg,,gliclazide,diaglyk 80mg tablets,diaglyk 80mg tablets (ashbourne pharmaceuticals ltd),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,second_gen_su
1615941000033113,3264211000001104,Suspension for injection,Subcutaneous,100.000unit/1.000ml + 100.000unit/1.000ml,,insulin isophane human,humulin i 100units/ml suspension for injection 3ml cartridges,humulin i 100units/ml suspension for injection 3ml cartridges (eli lilly and company ltd),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ins
1616041000033115,3311311000001101,Solution for injection,Subcutaneous/ Intravenous,100.000unit/1.000ml + 100.000unit/1.000ml,,insulin soluble human,humulin s 100units/ml solution for injection 3ml cartridges,humulin s 100units/ml solution for injection 3ml cartridges (eli lilly and company ltd),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ins
1616241000033111,3263611000001100,Suspension for injection,Subcutaneous,80.000unit/1.000ml + 80.000unit/1.000ml + 20.000unit/1.000ml + 20.000unit/1.000ml,,insulin isophane human/ insulin soluble human,humulin m2 100units/ml suspension for injection 3ml cartridges,humulin m2 100units/ml suspension for injection 3ml cartridges (eli lilly and company ltd),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ins
1616341000033118,3273611000001105,Suspension for injection,Subcutaneous,70.000unit/1.000ml + 70.000unit/1.000ml + 30.000unit/1.000ml + 30.000unit/1.000ml,,insulin isophane human/ insulin soluble human,humulin m3 100units/ml suspension for injection 3ml cartridges,humulin m3 100units/ml suspension for injection 3ml cartridges (eli lilly and company ltd),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ins
1620641000033115,,,,,,,,"isophane insulin (human pyr)  injection  100 units/ml, 10 ml vial",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ins
1621141000033118,,,,,,,,isophane insulin (human pyr)  penfill cartridges (1.5 ml)  100 units/ml,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ins
1621241000033113,,,,,,,,isophane insulin (human pyr)  penfill cartridges (3 ml)  100 units/ml,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ins
1621341000033115,,,,,,,,isophane insulin (human pyr)  preloaded pen  100 units/ml,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ins
1659941000033116,152311000001101,Tablet/ Oral Tablet,Oral,500.000microgram,,repaglinide,novonorm 500microgram tablets,novonorm 500microgram tablets (novo nordisk ltd),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,glin
1660041000033118,494111000001103,Tablet/ Oral Tablet,Oral,1.000mg,,repaglinide,novonorm 1mg tablets,novonorm 1mg tablets (novo nordisk ltd),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,glin
1660141000033119,840811000001100,Tablet/ Oral Tablet,Oral,2.000mg,,repaglinide,novonorm 2mg tablets,novonorm 2mg tablets (novo nordisk ltd),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,glin
1672741000033112,42088111000001100,Tablet/ Oral Tablet,Oral,1.000mg,06010203,repaglinide,repaglinide 1mg tablets,repaglinide 1mg tablets,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,glin
1672841000033119,42088211000001106,Tablet/ Oral Tablet,Oral,2.000mg,06010203,repaglinide,repaglinide 2mg tablets,repaglinide 2mg tablets,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,glin
1672941000033110,42088311000001103,Tablet/ Oral Tablet,Oral,500.000microgram,06010203,repaglinide,repaglinide 500microgram tablets,repaglinide 500microgram tablets,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,glin
1714041000033116,3259411000001107,Suspension for injection,Subcutaneous,100.000unit/1.000ml + 100.000unit/1.000ml,,insulin isophane human,human insulatard penfill 100units/ml suspension for injection 1.5ml cartridges,human insulatard penfill 100units/ml suspension for injection 1.5ml cartridges (novo nordisk ltd),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ins
1736841000033114,3284311000001105,Solution for injection,Subcutaneous/ Intravenous/ Intramuscular,100.000unit/1.000ml + 100.000unit/1.000ml,,insulin lispro,humalog 100units/ml solution for injection 3ml cartridges,humalog 100units/ml solution for injection 3ml cartridges (eli lilly and company ltd),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ins
1736941000033118,3275711000001100,Suspension for injection,Subcutaneous,25.000unit/1.000ml + 25.000unit/1.000ml + 75.000unit/1.000ml + 75.000unit/1.000ml,,insulin lispro/ insulin lispro protamine,humalog mix25 100units/ml suspension for injection 3ml cartridges,humalog mix25 100units/ml suspension for injection 3ml cartridges (eli lilly and company ltd),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ins
1737041000033117,5268611000001103,Suspension for injection,Subcutaneous,25.000unit/1.000ml + 25.000unit/1.000ml + 75.000unit/1.000ml + 75.000unit/1.000ml,,insulin lispro/ insulin lispro protamine,humalog mix25 pen 100units/ml suspension for injection 3ml pre-filled pens,humalog mix25 pen 100units/ml suspension for injection 3ml pre-filled pens (waymade healthcare plc),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ins
1739941000033110,36047711000001107,Solution for injection,Subcutaneous/ Intravenous/ Intramuscular,100.000unit/1.000ml + 100.000unit/1.000ml,06010101,insulin lispro,insulin lispro 100units/ml solution for injection 3ml cartridges,insulin lispro 100units/ml solution for injection 3ml cartridges,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ins
1749441000033116,3285611000001104,Solution for injection,Subcutaneous/ Intravenous/ Intramuscular,100.000unit/1.000ml + 100.000unit/1.000ml,,insulin soluble porcine,pork actrapid 100units/ml solution for injection 10ml vials,pork actrapid 100units/ml solution for injection 10ml vials (novo nordisk ltd),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ins
